process,frame_no,time
station,frame_no,ts
send, 101, 1664901557.53499
rlncenc, 102, 1.825094223022461
send, 102, 1664901557.5710542
rlncenc, 103, 1.9049644470214844
send, 103, 1664901557.6072161
rlncenc, 104, 1.5320777893066406
send, 104, 1664901557.6428516
rlncenc, 105, 1.4564990997314453
send, 105, 1664901557.6785748
rlncenc, 106, 1.3649463653564453
send, 106, 1664901557.7140582
rlncenc, 107, 1.1489391326904297
send, 107, 1664901557.7494164
rlncenc, 108, 1.2745857238769531
send, 108, 1664901557.7849035
rlncenc, 109, 1.3246536254882812
send, 109, 1664901557.8204112
rlncenc, 110, 3.419637680053711
send, 110, 1664901557.858481
rlncenc, 111, 1.6694068908691406
send, 111, 1664901557.8942988
rlncenc, 112, 1.653909683227539
send, 112, 1664901557.9301696
rlncenc, 113, 1.5573501586914062
send, 113, 1664901557.9659147
rlncenc, 114, 1.4834403991699219
send, 114, 1664901558.0014977
rlncenc, 115, 1.0809898376464844
send, 115, 1664901558.0367746
rlncenc, 116, 1.1136531829833984
send, 116, 1664901558.072074
rlncenc, 117, 0.9963512420654297
send, 117, 1664901558.1072905
rlncenc, 118, 0.87738037109375
send, 118, 1664901558.1423597
rlncenc, 119, 1.0347366333007812
send, 119, 1664901558.1775806
rlncenc, 120, 3.2501220703125
send, 120, 1664901558.2156076
rlncenc, 121, 0.9584426879882812
send, 121, 1664901558.2506583
rlncenc, 122, 0.8759498596191406
send, 122, 1664901558.2857034
rlncenc, 123, 0.9932518005371094
send, 123, 1664901558.320867
rlncenc, 124, 1.016378402709961
send, 124, 1664901558.3560534
rlncenc, 125, 1.0340213775634766
send, 125, 1664901558.3912516
rlncenc, 126, 0.9593963623046875
send, 126, 1664901558.4264047
rlncenc, 127, 0.8215904235839844
send, 127, 1664901558.46125
rlncenc, 128, 0.8523464202880859
send, 128, 1664901558.4960117
rlncenc, 129, 0.9722709655761719
send, 129, 1664901558.5311565
rlncenc, 130, 3.4246444702148438
send, 130, 1664901558.5693507
rlncenc, 131, 0.6823539733886719
send, 131, 1664901558.604236
rlncenc, 132, 0.8516311645507812
send, 132, 1664901558.6392503
rlncenc, 133, 0.9012222290039062
send, 133, 1664901558.6742146
rlncenc, 134, 0.8757114410400391
send, 134, 1664901558.7092378
rlncenc, 135, 0.9684562683105469
send, 135, 1664901558.744412
rlncenc, 136, 0.9937286376953125
send, 136, 1664901558.7795832
rlncenc, 137, 0.8718967437744141
send, 137, 1664901558.8146284
rlncenc, 138, 1.1096000671386719
send, 138, 1664901558.8499918
rlncenc, 139, 3.1175613403320312
send, 139, 1664901558.8875937
rlncenc, 140, 3.4160614013671875
send, 140, 1664901558.9260657
rlncenc, 141, 1.3196468353271484
send, 141, 1664901558.961623
rlncenc, 142, 1.417398452758789
send, 142, 1664901558.997225
rlncenc, 143, 1.0936260223388672
send, 143, 1664901559.0325127
rlncenc, 144, 0.9720325469970703
send, 144, 1664901559.0676463
rlncenc, 145, 0.9074211120605469
send, 145, 1664901559.1027575
rlncenc, 146, 0.8485317230224609
send, 146, 1664901559.137817
rlncenc, 147, 0.9858608245849609
send, 147, 1664901559.1730142
rlncenc, 148, 1.0237693786621094
send, 148, 1664901559.2082746
rlncenc, 149, 1.0018348693847656
send, 149, 1664901559.2434068
rlncenc, 150, 3.1042098999023438
send, 150, 1664901559.2811272
rlncenc, 151, 0.8327960968017578
send, 151, 1664901559.3160763
rlncenc, 152, 0.701904296875
send, 152, 1664901559.3508613
rlncenc, 153, 0.7379055023193359
send, 153, 1664901559.3856945
rlncenc, 154, 0.6494522094726562
send, 154, 1664901559.4204009
rlncenc, 155, 0.7600784301757812
send, 155, 1664901559.4552243
rlncenc, 156, 0.8025169372558594
send, 156, 1664901559.4901085
rlncenc, 157, 1.0173320770263672
send, 157, 1664901559.525273
rlncenc, 158, 0.9808540344238281
send, 158, 1664901559.5603926
rlncenc, 159, 1.016855239868164
send, 159, 1664901559.595519
rlncenc, 160, 2.809762954711914
send, 160, 1664901559.6329997
rlncenc, 161, 0.9934902191162109
send, 161, 1664901559.66814
rlncenc, 162, 1.003265380859375
send, 162, 1664901559.7032363
rlncenc, 163, 0.7965564727783203
send, 163, 1664901559.7381468
rlncenc, 164, 0.7610321044921875
send, 164, 1664901559.7729867
rlncenc, 165, 0.7314682006835938
send, 165, 1664901559.8078172
rlncenc, 166, 0.8220672607421875
send, 166, 1664901559.842754
rlncenc, 167, 0.7309913635253906
send, 167, 1664901559.8776042
rlncenc, 168, 0.6537437438964844
send, 168, 1664901559.912309
rlncenc, 169, 0.9694099426269531
send, 169, 1664901559.947371
rlncenc, 170, 3.1905174255371094
send, 170, 1664901559.9852037
rlncenc, 171, 1.016378402709961
send, 171, 1664901560.0203326
rlncenc, 172, 0.96893310546875
send, 172, 1664901560.0553863
rlncenc, 173, 0.9741783142089844
send, 173, 1664901560.0904806
rlncenc, 174, 1.1150836944580078
send, 174, 1664901560.1256921
rlncenc, 175, 1.177072525024414
send, 175, 1664901560.1609411
rlncenc, 176, 1.0995864868164062
send, 176, 1664901560.1961877
rlncenc, 177, 1.1889934539794922
send, 177, 1664901560.2315028
rlncenc, 178, 0.9431838989257812
send, 178, 1664901560.2665431
rlncenc, 179, 1.0690689086914062
send, 179, 1664901560.3017325
rlncenc, 180, 5.068778991699219
send, 180, 1664901560.341439
rlncenc, 181, 1.0066032409667969
send, 181, 1664901560.3765259
rlncenc, 182, 1.1975765228271484
send, 182, 1664901560.411805
rlncenc, 183, 1.2259483337402344
send, 183, 1664901560.4471152
rlncenc, 184, 1.1065006256103516
send, 184, 1664901560.4823
rlncenc, 185, 1.2030601501464844
send, 185, 1664901560.5176206
rlncenc, 186, 1.3127326965332031
send, 186, 1664901560.5530138
rlncenc, 187, 1.4111995697021484
send, 187, 1664901560.5885787
rlncenc, 188, 1.6443729400634766
send, 188, 1664901560.6243794
rlncenc, 189, 1.758575439453125
send, 189, 1664901560.660388
rlncenc, 190, 5.04612922668457
send, 190, 1664901560.7002037
rlncenc, 191, 1.13677978515625
send, 191, 1664901560.7356002
rlncenc, 192, 0.9930133819580078
send, 192, 1664901560.7707622
rlncenc, 193, 1.2226104736328125
send, 193, 1664901560.8061829
rlncenc, 194, 1.1904239654541016
send, 194, 1664901560.8414972
rlncenc, 195, 1.4040470123291016
send, 195, 1664901560.8770766
rlncenc, 196, 1.3632774353027344
send, 196, 1664901560.912632
rlncenc, 197, 1.537322998046875
send, 197, 1664901560.948371
rlncenc, 198, 1.3973712921142578
send, 198, 1664901560.983969
rlncenc, 199, 1.7161369323730469
send, 199, 1664901561.019916
rlncenc, 200, 4.884243011474609
send, 200, 1664901561.0596526
rlncenc, 201, 1.6057491302490234
send, 201, 1664901561.0955153
rlncenc, 202, 1.5256404876708984
send, 202, 1664901561.1312423
rlncenc, 203, 1.6582012176513672
send, 203, 1664901561.167114
rlncenc, 204, 1.6014575958251953
send, 204, 1664901561.20295
rlncenc, 205, 1.7104148864746094
send, 205, 1664901561.2389543
rlncenc, 206, 1.5671253204345703
send, 206, 1664901561.27479
rlncenc, 207, 1.4600753784179688
send, 207, 1664901561.3105223
rlncenc, 208, 1.4190673828125
send, 208, 1664901561.3462193
rlncenc, 209, 1.8291473388671875
send, 209, 1664901561.382295
rlncenc, 210, 3.360271453857422
send, 210, 1664901561.4201367
rlncenc, 211, 2.2602081298828125
send, 211, 1664901561.4563727
rlncenc, 212, 1.3971328735351562
send, 212, 1664901561.4923742
rlncenc, 213, 1.5289783477783203
send, 213, 1664901561.5281138
rlncenc, 214, 2.3169517517089844
send, 214, 1664901561.5646503
rlncenc, 215, 1.3375282287597656
send, 215, 1664901561.60021
rlncenc, 216, 1.1394023895263672
send, 216, 1664901561.6355824
rlncenc, 217, 1.2149810791015625
send, 217, 1664901561.6710384
rlncenc, 218, 1.0077953338623047
send, 218, 1664901561.7063165
rlncenc, 219, 1.0848045349121094
send, 219, 1664901561.741593
rlncenc, 220, 3.1197071075439453
send, 220, 1664901561.7793558
rlncenc, 221, 1.2440681457519531
send, 221, 1664901561.8147438
rlncenc, 222, 1.386880874633789
send, 222, 1664901561.8502426
rlncenc, 223, 1.4774799346923828
send, 223, 1664901561.8858478
rlncenc, 224, 1.386404037475586
send, 224, 1664901561.9214396
rlncenc, 225, 1.6598701477050781
send, 225, 1664901561.9572546
rlncenc, 226, 2.018451690673828
send, 226, 1664901561.9935973
rlncenc, 227, 1.676797866821289
send, 227, 1664901562.0294142
rlncenc, 228, 2.0046234130859375
send, 228, 1664901562.065671
rlncenc, 229, 1.9638538360595703
send, 229, 1664901562.1019335
rlncenc, 230, 4.633665084838867
send, 230, 1664901562.1412945
rlncenc, 231, 1.4338493347167969
send, 231, 1664901562.1770203
rlncenc, 232, 1.4476776123046875
send, 232, 1664901562.212682
rlncenc, 233, 1.428842544555664
send, 233, 1664901562.2483194
rlncenc, 234, 1.546621322631836
send, 234, 1664901562.2840881
rlncenc, 235, 1.4507770538330078
send, 235, 1664901562.3198588
rlncenc, 236, 1.522064208984375
send, 236, 1664901562.3556242
rlncenc, 237, 1.6186237335205078
send, 237, 1664901562.3915071
rlncenc, 238, 1.439809799194336
send, 238, 1664901562.427028
rlncenc, 239, 1.5249252319335938
send, 239, 1664901562.4628427
rlncenc, 240, 4.354000091552734
send, 240, 1664901562.5020497
rlncenc, 241, 1.199960708618164
send, 241, 1664901562.5375369
rlncenc, 242, 1.1146068572998047
send, 242, 1664901562.572843
rlncenc, 243, 1.0921955108642578
send, 243, 1664901562.608186
rlncenc, 244, 1.1975765228271484
send, 244, 1664901562.6435618
rlncenc, 245, 1.4319419860839844
send, 245, 1664901562.679174
rlncenc, 246, 1.3384819030761719
send, 246, 1664901562.71473
rlncenc, 247, 1.4483928680419922
send, 247, 1664901562.7503197
rlncenc, 248, 1.2927055358886719
send, 248, 1664901562.7858083
rlncenc, 249, 1.5377998352050781
send, 249, 1664901562.8215292
rlncenc, 250, 4.607677459716797
send, 250, 1664901562.8608873
rlncenc, 251, 1.0297298431396484
send, 251, 1664901562.8960326
rlncenc, 252, 1.245737075805664
send, 252, 1664901562.9314718
rlncenc, 253, 1.4357566833496094
send, 253, 1664901562.9671004
rlncenc, 254, 1.1556148529052734
send, 254, 1664901563.0024579
rlncenc, 255, 1.149892807006836
send, 255, 1664901563.0378017
rlncenc, 256, 1.2428760528564453
send, 256, 1664901563.0733466
rlncenc, 257, 1.1818408966064453
send, 257, 1664901563.1088834
rlncenc, 258, 1.1425018310546875
send, 258, 1664901563.1442122
rlncenc, 259, 1.4014244079589844
send, 259, 1664901563.1798477
rlncenc, 260, 4.089832305908203
send, 260, 1664901563.2187414
rlncenc, 261, 1.5063285827636719
send, 261, 1664901563.2545698
rlncenc, 262, 1.8901824951171875
send, 262, 1664901563.2905803
rlncenc, 263, 1.2159347534179688
send, 263, 1664901563.326044
rlncenc, 264, 1.2047290802001953
send, 264, 1664901563.361471
rlncenc, 265, 1.4529228210449219
send, 265, 1664901563.3971224
rlncenc, 266, 0.4684925079345703
send, 266, 1664901563.431633
rlncenc, 267, 0.6971359252929688
send, 267, 1664901563.4660225
rlncenc, 268, 0.7364749908447266
send, 268, 1664901563.5007734
rlncenc, 269, 0.5500316619873047
send, 269, 1664901563.5353386
rlncenc, 270, 2.6209354400634766
send, 270, 1664901563.5722473
rlncenc, 271, 1.2531280517578125
send, 271, 1664901563.6072092
rlncenc, 272, 0.8704662322998047
send, 272, 1664901563.6419497
rlncenc, 273, 1.4393329620361328
send, 273, 1664901563.6774633
rlncenc, 274, 1.3191699981689453
send, 274, 1664901563.7129333
rlncenc, 275, 1.4522075653076172
send, 275, 1664901563.7484908
rlncenc, 276, 1.316070556640625
send, 276, 1664901563.7840638
rlncenc, 277, 1.1873245239257812
send, 277, 1664901563.8194823
rlncenc, 278, 1.0306835174560547
send, 278, 1664901563.8546858
rlncenc, 279, 1.203298568725586
send, 279, 1664901563.8901234
rlncenc, 280, 3.452777862548828
send, 280, 1664901563.9283235
rlncenc, 281, 0.9846687316894531
send, 281, 1664901563.9635415
rlncenc, 282, 0.9970664978027344
send, 282, 1664901563.9987118
rlncenc, 283, 0.9500980377197266
send, 283, 1664901564.0338557
rlncenc, 284, 0.9014606475830078
send, 284, 1664901564.0689306
rlncenc, 285, 0.9033679962158203
send, 285, 1664901564.1039915
rlncenc, 286, 0.8592605590820312
send, 286, 1664901564.139041
rlncenc, 287, 0.8273124694824219
send, 287, 1664901564.174084
rlncenc, 288, 0.7374286651611328
send, 288, 1664901564.2089784
rlncenc, 289, 0.7188320159912109
send, 289, 1664901564.2438734
rlncenc, 290, 3.3080577850341797
send, 290, 1664901564.281822
rlncenc, 291, 0.6680488586425781
send, 291, 1664901564.3166735
rlncenc, 292, 0.6341934204101562
send, 292, 1664901564.3515184
rlncenc, 293, 0.5557537078857422
send, 293, 1664901564.3862228
rlncenc, 294, 0.22339820861816406
send, 294, 1664901564.4204173
rlncenc, 295, 0.6186962127685547
send, 295, 1664901564.4549766
rlncenc, 296, 0.6947517395019531
send, 296, 1664901564.4898646
rlncenc, 297, 0.6046295166015625
send, 297, 1664901564.5246367
rlncenc, 298, 0.9500980377197266
send, 298, 1664901564.5597365
rlncenc, 299, 0.9639263153076172
send, 299, 1664901564.5948448
rlncenc, 300, 3.4236907958984375
send, 300, 1664901564.6330724
rlncenc, 301, 1.1281967163085938
send, 301, 1664901564.6684697
rlncenc, 302, 0.9613037109375
send, 302, 1664901564.7036247
rlncenc, 303, 0.8404254913330078
send, 303, 1664901564.7386196
rlncenc, 304, 0.9906291961669922
send, 304, 1664901564.7738488
rlncenc, 305, 0.7612705230712891
send, 305, 1664901564.808856
rlncenc, 306, 1.0361671447753906
send, 306, 1664901564.8440833
rlncenc, 307, 1.0602474212646484
send, 307, 1664901564.879341
rlncenc, 308, 0.9043216705322266
send, 308, 1664901564.9143932
rlncenc, 309, 1.0061264038085938
send, 309, 1664901564.9495156
rlncenc, 310, 4.70280647277832
send, 310, 1664901564.9889708
rlncenc, 311, 1.0652542114257812
send, 311, 1664901565.0241783
rlncenc, 312, 1.5976428985595703
send, 312, 1664901565.0599983
rlncenc, 313, 1.5139579772949219
send, 313, 1664901565.0956755
rlncenc, 314, 1.3463497161865234
send, 314, 1664901565.131156
rlncenc, 315, 1.4820098876953125
send, 315, 1664901565.1667778
rlncenc, 316, 1.2645721435546875
send, 316, 1664901565.2021985
rlncenc, 317, 1.2416839599609375
send, 317, 1664901565.2376144
rlncenc, 318, 1.36566162109375
send, 318, 1664901565.2731535
rlncenc, 319, 1.435995101928711
send, 319, 1664901565.3087456
rlncenc, 320, 5.425214767456055
send, 320, 1664901565.3488686
rlncenc, 321, 1.4948844909667969
send, 321, 1664901565.3845472
rlncenc, 322, 0.5486011505126953
send, 322, 1664901565.419034
rlncenc, 323, 1.3129711151123047
send, 323, 1664901565.45412
rlncenc, 324, 1.5201568603515625
send, 324, 1664901565.4897833
rlncenc, 325, 1.4264583587646484
send, 325, 1664901565.5253391
rlncenc, 326, 1.2373924255371094
send, 326, 1664901565.5606833
rlncenc, 327, 1.3909339904785156
send, 327, 1664901565.5962434
rlncenc, 328, 1.5327930450439453
send, 328, 1664901565.6319501
rlncenc, 329, 1.580953598022461
send, 329, 1664901565.667712
rlncenc, 330, 5.209445953369141
send, 330, 1664901565.7077043
rlncenc, 331, 1.6407966613769531
send, 331, 1664901565.7436004
rlncenc, 332, 1.6171932220458984
send, 332, 1664901565.77938
rlncenc, 333, 1.680612564086914
send, 333, 1664901565.8152223
rlncenc, 334, 1.863241195678711
send, 334, 1664901565.8512871
rlncenc, 335, 1.692056655883789
send, 335, 1664901565.8871198
rlncenc, 336, 1.5549659729003906
send, 336, 1664901565.922909
rlncenc, 337, 1.6570091247558594
send, 337, 1664901565.958812
rlncenc, 338, 1.4696121215820312
send, 338, 1664901565.994486
rlncenc, 339, 1.4369487762451172
send, 339, 1664901566.0301025
rlncenc, 340, 5.890369415283203
send, 340, 1664901566.0707843
rlncenc, 341, 1.397848129272461
send, 341, 1664901566.106362
rlncenc, 342, 1.2450218200683594
send, 342, 1664901566.141756
rlncenc, 343, 1.2383460998535156
send, 343, 1664901566.1771388
rlncenc, 344, 1.1947154998779297
send, 344, 1664901566.2124949
rlncenc, 345, 1.7170906066894531
send, 345, 1664901566.2483592
rlncenc, 346, 1.5480518341064453
send, 346, 1664901566.2840886
rlncenc, 347, 1.398324966430664
send, 347, 1664901566.3196685
rlncenc, 348, 1.148223876953125
send, 348, 1664901566.3549123
rlncenc, 349, 1.1217594146728516
send, 349, 1664901566.3902082
rlncenc, 350, 4.785060882568359
send, 350, 1664901566.4296083
rlncenc, 351, 0.9901523590087891
send, 351, 1664901566.4646745
rlncenc, 352, 1.0614395141601562
send, 352, 1664901566.500042
rlncenc, 353, 1.0678768157958984
send, 353, 1664901566.5352283
rlncenc, 354, 1.1096000671386719
send, 354, 1664901566.5704618
rlncenc, 355, 1.1894702911376953
send, 355, 1664901566.6057816
rlncenc, 356, 1.1107921600341797
send, 356, 1664901566.6410258
rlncenc, 357, 1.4181137084960938
send, 357, 1664901566.6766183
rlncenc, 358, 1.190185546875
send, 358, 1664901566.7119358
rlncenc, 359, 1.2857913970947266
send, 359, 1664901566.7473676
rlncenc, 360, 4.564523696899414
send, 360, 1664901566.786589
rlncenc, 361, 1.1906623840332031
send, 361, 1664901566.821959
rlncenc, 362, 1.1506080627441406
send, 362, 1664901566.8572578
rlncenc, 363, 1.3184547424316406
send, 363, 1664901566.8927379
rlncenc, 364, 1.2264251708984375
send, 364, 1664901566.928068
rlncenc, 365, 1.6126632690429688
send, 365, 1664901566.963815
rlncenc, 366, 1.5652179718017578
send, 366, 1664901566.9995542
rlncenc, 367, 2.029895782470703
send, 367, 1664901567.0357852
rlncenc, 368, 1.6853809356689453
send, 368, 1664901567.0716548
rlncenc, 369, 2.3369789123535156
send, 369, 1664901567.1082432
rlncenc, 370, 7.199764251708984
send, 370, 1664901567.1502392
rlncenc, 371, 3.8073062896728516
send, 371, 1664901567.1882772
rlncenc, 372, 1.6896724700927734
send, 372, 1664901567.2241237
rlncenc, 373, 1.7628669738769531
send, 373, 1664901567.260032
rlncenc, 374, 1.8718242645263672
send, 374, 1664901567.2960985
rlncenc, 375, 1.7080307006835938
send, 375, 1664901567.3319886
rlncenc, 376, 1.5053749084472656
send, 376, 1664901567.3677185
rlncenc, 377, 1.613616943359375
send, 377, 1664901567.4035382
rlncenc, 378, 1.6274452209472656
send, 378, 1664901567.439261
rlncenc, 379, 1.495361328125
send, 379, 1664901567.474942
rlncenc, 380, 4.057884216308594
send, 380, 1664901567.5136945
rlncenc, 381, 1.0609626770019531
send, 381, 1664901567.5488617
rlncenc, 382, 1.1429786682128906
send, 382, 1664901567.5841262
rlncenc, 383, 1.5654563903808594
send, 383, 1664901567.6198947
rlncenc, 384, 1.7549991607666016
send, 384, 1664901567.655808
rlncenc, 385, 2.009153366088867
send, 385, 1664901567.6920264
rlncenc, 386, 1.5072822570800781
send, 386, 1664901567.7276766
rlncenc, 387, 1.4657974243164062
send, 387, 1664901567.7632644
rlncenc, 388, 1.2595653533935547
send, 388, 1664901567.7986836
rlncenc, 389, 1.157522201538086
send, 389, 1664901567.834001
rlncenc, 390, 3.822803497314453
send, 390, 1664901567.8724484
rlncenc, 391, 1.3921260833740234
send, 391, 1664901567.9080226
rlncenc, 392, 1.6069412231445312
send, 392, 1664901567.94378
rlncenc, 393, 1.8498897552490234
send, 393, 1664901567.9798136
rlncenc, 394, 1.2137889862060547
send, 394, 1664901568.0151913
rlncenc, 395, 1.129150390625
send, 395, 1664901568.0505207
rlncenc, 396, 1.5666484832763672
send, 396, 1664901568.086251
rlncenc, 397, 2.015829086303711
send, 397, 1664901568.1225452
rlncenc, 398, 1.4483928680419922
send, 398, 1664901568.1581678
rlncenc, 399, 1.9750595092773438
send, 399, 1664901568.1942682
rlncenc, 400, 3.7240982055664062
send, 400, 1664901568.2327058
rlncenc, 401, 1.1837482452392578
send, 401, 1664901568.2681015
rlncenc, 402, 1.3005733489990234
send, 402, 1664901568.303555
rlncenc, 403, 1.5308856964111328
send, 403, 1664901568.3392467
rlncenc, 404, 1.4679431915283203
send, 404, 1664901568.3748353
rlncenc, 405, 1.2314319610595703
send, 405, 1664901568.4102273
rlncenc, 406, 1.3382434844970703
send, 406, 1664901568.4457889
rlncenc, 407, 1.405477523803711
send, 407, 1664901568.481363
rlncenc, 408, 1.4607906341552734
send, 408, 1664901568.5169473
rlncenc, 409, 1.972198486328125
send, 409, 1664901568.5531735
rlncenc, 410, 4.056215286254883
send, 410, 1664901568.5919013
rlncenc, 411, 1.7001628875732422
send, 411, 1664901568.6277494
rlncenc, 412, 1.344919204711914
send, 412, 1664901568.6632771
rlncenc, 413, 1.2290477752685547
send, 413, 1664901568.6987336
rlncenc, 414, 1.0192394256591797
send, 414, 1664901568.7339585
rlncenc, 415, 1.2080669403076172
send, 415, 1664901568.7693305
